Tarih,Saat,Lig,MBS,Ev Sahibi,Skor,Deplasman,İY,MS1,MS0,MS2,AU2.5 Alt,AU2.5 Üst,KG Var,KG Yok,IY0.5 Alt,IY0.5 Üst,AU1.5 Alt,AU1.5 Üst,Çifte Şans 1-X,Çifte Şans 1-2,Çifte Şans X-2,IY Çifte Şans 1-X,IY Çifte Şans 1-2,IY Çifte Şans X-2,IY1,IY0,IY2,2Y1,2Y0,2Y2,Tek,Çift,IY/MS 1/1,IY/MS 1/0,IY/MS 1/2,IY/MS 0/1,IY/MS 0/0,IY/MS 0/2,IY/MS 2/1,IY/MS 2/0,IY/MS 2/2,Hafta
2024-11-28,23:00:00,AVL,1,Midtjylland,1-2,Eintracht Frankfurt,0-1,3.80,3.47,1.54,2.07,1.40,1.40,2.06,3.11,1.14,4.35,,1.47,,,1.27,1.22,0,4.04,2.19,2.02,3.73,2.60,1.83,1.72,1.62,7.05,15.85,24.30,10.30,6.35,4.89,34.50,15.20,2.46,1826
2024-11-28,23:00:00,AVL,1,Nice,1-4,Rangers,0-3,1.85,3.11,2.98,1.68,1.65,1.54,1.83,2.59,1.23,3.25,1.12,1.07,1.06,1.30,0,1.29,1.16,2.46,1.96,3.57,2.17,2.37,3.18,1.71,1.63,3.17,15.20,34.50,5.16,5.27,7.69,28.50,15.55,5.56,1826
2024-11-28,23:00:00,AVL,1,Real Sociedad,2-0,Ajax,0-0,1.63,3.16,3.72,1.66,1.68,1.60,1.74,2.57,1.23,3.18,1.13,,1.05,1.41,0,1.28,1.21,2.20,1.98,4.21,1.96,2.37,3.77,1.72,1.62,2.71,15.65,34.50,4.72,5.25,9.37,28.00,16.40,7.15,1826
2024-11-28,23:00:00,AVL,1,Slavia Prag,1-2,Fenerbahçe,1-1,1.73,2.77,3.16,1.45,1.76,1.60,1.59,2.21,1.24,2.58,1.15,,1.08,1.32,1.05,1.42,1.22,2.31,1.80,3.73,2.06,2.14,3.31,1.65,1.54,2.83,13.65,34.50,4.46,4.25,7.38,28.00,14.20,5.76,1826
2024-11-28,23:00:00,AVL,1,Tottenham Hotspur,2-2,AS Roma,2-1,1.32,4.11,5.10,2.18,1.35,1.47,1.92,3.24,1.12,4.57,,,,1.70,0,1.19,1.37,1.77,2.30,5.01,1.59,2.79,4.77,1.68,1.66,2.03,18.50,34.50,4.36,7.47,13.60,23.40,19.05,9.67,1826
2024-11-28,23:00:00,AVL,1,Twente,0-1,Union Saint-Gilloise,0-1,1.87,2.87,3.19,1.57,1.79,1.60,1.74,2.45,1.27,2.97,1.16,1.05,1.08,1.29,0,1.32,1.16,2.46,1.90,3.75,2.19,2.26,3.33,1.75,1.60,3.18,14.50,34.50,5.21,4.71,8.09,31.00,15.05,6.02,1826
2024-11-28,20:45:00,AVL,1,Anderlecht,2-2,Porto,0-1,3.74,3.13,1.57,1.80,1.50,1.47,1.86,2.73,1.17,3.54,1.07,1.43,,,1.32,1.33,0,4.03,2.05,2.06,3.67,2.41,1.87,1.70,1.58,6.47,13.85,23.40,8.94,5.05,4.42,34.50,13.20,2.38,1826
2024-11-28,20:45:00,AVL,1,Athletic Bilbao,3-0,Elfsborg,2-0,1.07,5.42,10.20,2.06,1.36,1.90,1.44,3.07,1.12,4.10,,,,2.20,0,1.20,1.75,1.45,2.42,8.49,1.28,3.05,8.62,1.63,1.65,1.46,26.50,34.50,3.37,8.28,23.00,24.30,26.50,18.75,1826
2024-11-28,20:45:00,AVL,1,AZ Alkmaar,1-1,Galatasaray,1-1,2.45,3.17,1.87,2.30,1.21,1.19,2.39,3.18,1.06,4.61,,1.26,,1.12,1.23,1.27,1.14,2.80,2.17,2.28,2.59,2.53,2.10,1.64,1.54,4.03,12.30,22.10,6.96,5.93,5.56,27.00,12.15,2.95,1826
2024-11-28,20:45:00,AVL,1,Beşiktaş,1-3,Maccabi Tel Aviv,1-2,1.50,3.25,3.53,1.86,1.39,1.39,1.87,2.72,1.13,3.57,,,,1.46,0,1.30,1.34,1.98,2.05,3.83,1.78,2.44,3.52,1.62,1.56,2.32,13.85,34.50,4.34,5.55,8.89,22.10,14.35,6.29,1826
2024-11-28,20:45:00,AVL,1,Dynamo Kiev,1-2,Viktoria Plzen,0-0,2.40,2.74,2.26,1.42,1.93,1.67,1.60,2.19,1.30,2.53,1.21,1.16,1.09,1.14,1.13,1.46,1.11,3.11,1.78,2.97,2.72,2.13,2.59,1.69,1.58,4.11,13.70,33.00,5.59,4.01,5.32,34.50,13.65,3.84,1826
2024-11-28,20:45:00,AVL,1,Lazio,0-0,Ludogorets Razgrad,0-0,1.10,4.84,8.98,1.84,1.47,1.92,1.43,2.80,1.15,3.55,1.07,,,2.04,0,1.24,1.63,1.54,2.25,7.67,1.37,2.80,7.49,1.63,1.64,1.58,23.40,34.50,3.36,6.98,18.80,24.70,23.85,15.90,1826
